Flow ID;Source IP;Source Port;Destination IP;Destination Port;Protocol;Timestamp;Flow Duration;Total Fwd Packets;Total Backward Packets;Total Length of Fwd Packets;Total Length of Bwd Packets;Fwd Packet Length Max;Fwd Packet Length Min;Fwd Packet Length Mean;Fwd Packet Length Std;Bwd Packet Length Max;Bwd Packet Length Min;Bwd Packet Length Mean;Bwd Packet Length Std;Flow Bytes/s;Flow Packets/s;Flow IAT Mean;Flow IAT Std;Flow IAT Max;Flow IAT Min;Fwd IAT Total;Fwd IAT Mean;Fwd IAT Std;Fwd IAT Max;Fwd IAT Min;Bwd IAT Total;Bwd IAT Mean;Bwd IAT Std;Bwd IAT Max;Bwd IAT Min;Fwd PSH Flags;Bwd PSH Flags;Fwd URG Flags;Bwd URG Flags;Fwd Header Length;Bwd Header Length;Fwd Packets/s;Bwd Packets/s;Min Packet Length;Max Packet Length;Packet Length Mean;Packet Length Std;Packet Length Variance;FIN Flag Count;SYN Flag Count;RST Flag Count;PSH Flag Count;ACK Flag Count;URG Flag Count;CWE Flag Count;ECE Flag Count;Down/Up Ratio;Average Packet Size;Avg Fwd Segment Size;Avg Bwd Segment Size;Fwd Avg Bytes/Bulk;Fwd Avg Packets/Bulk;Fwd Avg Bulk Rate;Bwd Avg Bytes/Bulk;Bwd Avg Packets/Bulk;Bwd Avg Bulk Rate;Subflow Fwd Packets;Subflow Fwd Bytes;Subflow Bwd Packets;Subflow Bwd Bytes;Init_Win_bytes_forward;Init_Win_bytes_backward;act_data_pkt_fwd;min_seg_size_forward;Active Mean;Active Std;Active Max;Active Min;Idle Mean;Idle Std;Idle Max;Idle Min;Label
172.16.0.1-192.168.10.50-54390-80-6;172.16.0.1;54390;192.168.10.50;80;6;05/07/2017 10:45;83942357;7;7;334;11595;328;0;47.71428571;123.6146085;2896;0;1656.428571;1546.021545;142.109424;0.166781116;6457104.385;2.32E+07;8.38E+07;1;8.38E+07;1.40E+07;3.42E+07;8.38E+07;1;158679;26446.5;57924.95199;144136;49;0;0;0;0;220;232;0.083390558;0.083390558;0;2896;795.2666667;1313.889236;1726304.924;0;0;0;0;1;0;0;0;1;852.0714286;47.71428571;1656.428571;0;0;0;0;0;0;7;334;7;11595;274;235;2;20;6;0;6;6;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54400-80-6;172.16.0.1;54400;192.168.10.50;80;6;05/07/2017 10:45;83937488;5;7;331;11595;319;0;66.2;141.3513353;4344;0;1656.428571;1760.597234;142.0819265;0.142963535;7630680.727;2.53E+07;8.38E+07;9;8.38E+07;2.09E+07;4.19E+07;8.38E+07;1015;8.39E+07;1.40E+07;3.42E+07;8.38E+07;15;0;0;0;0;144;232;0.05956814;0.083395395;0;4344;917.8461538;1498.739295;2246219.474;1;0;0;0;0;0;0;0;1;994.3333333;66.2;1656.428571;0;0;0;0;0;0;5;331;7;11595;0;235;2;20;11995;0;11995;11995;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54398-80-6;172.16.0.1;54398;192.168.10.50;80;6;05/07/2017 10:45;83735122;8;6;353;11595;353;0;44.125;124.8043469;4344;0;1932.5;1754.831473;142.6880348;0.167193881;6441163.231;2.32E+07;8.36E+07;1;8.36E+07;1.19E+07;3.16E+07;8.36E+07;1;157474;31494.8;62196.88597;142149;16;0;0;0;0;264;200;0.09553936;0.07165452;0;4344;796.5333333;1424.583491;2029438.124;0;0;0;0;1;0;0;0;0;853.4285714;44.125;1932.5;0;0;0;0;0;0;8;353;6;11595;274;235;1;32;1994;0;1994;1994;8.36E+07;0;8.36E+07;8.36E+07;DoS Hulk
172.16.0.1-192.168.10.50-54402-80-6;172.16.0.1;54402;192.168.10.50;80;6;05/07/2017 10:45;83941110;7;6;320;11595;320;0;45.71428571;120.9486314;5792;0;1932.5;2181.008184;141.9447515;0.15487048;6995092.5;2.42E+07;8.38E+07;1;8.38E+07;1.40E+07;3.42E+07;8.38E+07;1;157471;31494.2;62198.79785;142152;14;0;0;0;0;232;200;0.083391797;0.071478683;0;5792;851.0714286;1667.63778;2781015.764;0;0;0;0;1;0;0;0;0;916.5384615;45.71428571;1932.5;0;0;0;0;0;0;7;320;6;11595;251;235;1;32;5;0;5;5;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54404-80-6;172.16.0.1;54404;192.168.10.50;80;6;05/07/2017 10:45;83740175;6;6;356;11595;356;0;59.33333333;145.3363914;5792;0;1932.5;2181.008184;142.7152499;0.143300393;7612743.182;2.52E+07;8.36E+07;2;8.36E+07;1.67E+07;3.74E+07;8.36E+07;2;157500;31500;62239.34661;142235;12;0;0;0;0;200;200;0.071650197;0.071650197;0;5792;919.3076923;1715.891672;2944284.231;0;0;0;0;1;0;0;0;1;995.9166667;59.33333333;1932.5;0;0;0;0;0;0;6;356;6;11595;251;235;1;32;5;0;5;5;8.36E+07;0;8.36E+07;8.36E+07;DoS Hulk
172.16.0.1-192.168.10.50-54456-80-6;172.16.0.1;54456;192.168.10.50;80;6;05/07/2017 10:45;83947117;7;6;307;11595;307;0;43.85714286;116.0350932;5792;0;1932.5;2181.008184;141.779735;0.154859398;6995593.083;2.42E+07;8.38E+07;1;8.38E+07;1.40E+07;3.42E+07;8.38E+07;1;158332;31666.4;63114.92861;144056;46;0;0;0;0;232;200;0.08338583;0.071473568;0;5792;850.1428571;1667.959825;2782089.978;0;0;0;0;1;0;0;0;0;915.5384615;43.85714286;1932.5;0;0;0;0;0;0;7;307;6;11595;251;235;1;32;5;0;5;5;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54460-80-6;172.16.0.1;54460;192.168.10.50;80;6;05/07/2017 10:45;83951183;8;6;319;11595;313;0;39.875;110.3791356;7240;0;1932.5;2695.639126;141.9158084;0.166763582;6457783.308;2.32E+07;8.38E+07;1;8.38E+07;1.20E+07;3.17E+07;8.38E+07;1;158495;31699;63137.59167;144129;72;0;0;0;0;252;200;0.095293475;0.071470107;0;7240;794.2666667;1877.970046;3526771.495;0;0;0;0;1;0;0;0;0;851;39.875;1932.5;0;0;0;0;0;0;8;319;6;11595;251;235;2;20;6;0;6;6;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54468-80-6;172.16.0.1;54468;192.168.10.50;80;6;05/07/2017 10:45;83523141;6;6;368;11595;350;0;61.33333333;141.4477524;7240;0;1932.5;3126.682571;143.2297667;0.143672758;7593012.818;2.51E+07;8.34E+07;1;8.34E+07;1.67E+07;3.73E+07;8.34E+07;1;8.35E+07;1.67E+07;3.73E+07;8.34E+07;85;0;0;0;0;164;200;0.071836379;0.071836379;0;7240;920.6923077;2243.340789;5032577.897;1;0;0;0;0;0;0;0;1;997.4166667;61.33333333;1932.5;0;0;0;0;0;0;6;368;6;11595;0;235;3;20;13030;0;13030;13030;8.34E+07;0;8.34E+07;8.34E+07;DoS Hulk
172.16.0.1-192.168.10.50-54462-80-6;172.16.0.1;54462;192.168.10.50;80;6;05/07/2017 10:45;83950084;6;6;366;11595;366;0;61;149.4188743;5792;0;1932.5;2181.008184;142.4775227;0.142942084;7631825.818;2.53E+07;8.38E+07;4;8.38E+07;1.68E+07;3.75E+07;8.38E+07;4;160439;32087.8;64044.21275;146146;46;0;0;0;0;200;200;0.071471042;0.071471042;0;5792;920.0769231;1715.620318;2943353.077;0;0;0;0;1;0;0;0;1;996.75;61;1932.5;0;0;0;0;0;0;6;366;6;11595;274;235;1;32;987;0;987;987;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54470-80-6;172.16.0.1;54470;192.168.10.50;80;6;05/07/2017 10:45;83526136;6;5;337;11595;337;0;56.16666667;137.5796739;8688;0;2319;3774.237539;142.8534896;0.131695306;8352613.6;2.64E+07;8.34E+07;3;8.34E+07;1.67E+07;3.73E+07;8.34E+07;3;157443;39360.75;69516.03802;143172;80;0;0;0;0;200;168;0.071833803;0.059861503;0;8688;994.3333333;2560.494708;6556133.152;0;0;0;0;1;0;0;0;0;1084.727273;56.16666667;2319;0;0;0;0;0;0;6;337;5;11595;251;235;1;32;1006;0;1006;1006;8.34E+07;0;8.34E+07;8.34E+07;DoS Hulk
172.16.0.1-192.168.10.50-54158-80-6;172.16.0.1;54158;192.168.10.50;80;6;05/07/2017 10:45;84331415;8;7;772;11595;374;0;96.5;171.296735;5792;0;1656.428571;2120.732252;146.6476046;0.177869659;6023672.5;2.24E+07;8.39E+07;1;8.42E+07;1.20E+07;3.17E+07;8.39E+07;1;8.43E+07;1.41E+07;3.42E+07;8.40E+07;46;0;0;0;0;216;232;0.094863818;0.083005841;0;5792;773.3125;1568.503691;2460203.829;1;0;0;0;0;0;0;0;0;824.8666667;96.5;1656.428571;0;0;0;0;0;0;8;772;7;11595;0;235;5;20;10997;0;10997;10997;8.39E+07;0;8.39E+07;8.39E+07;DoS Hulk
172.16.0.1-192.168.10.50-54562-80-6;172.16.0.1;54562;192.168.10.50;80;6;05/07/2017 10:45;83943205;7;5;335;11595;329;0;47.85714286;123.9925113;8688;0;2319;3774.237539;142.1199012;0.142953798;7631200.455;2.53E+07;8.38E+07;1;8.38E+07;1.40E+07;3.42E+07;8.38E+07;1;161490;40372.5;70899.01296;146198;84;0;0;0;0;220;168;0.083389716;0.059564083;0;8688;917.6923077;2466.922657;6085707.397;0;0;0;0;1;0;0;0;0;994.1666667;47.85714286;2319;0;0;0;0;0;0;7;335;5;11595;251;235;2;20;1013;0;1013;1013;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54590-80-6;172.16.0.1;54590;192.168.10.50;80;6;05/07/2017 10:45;83734495;7;7;418;11595;418;0;59.71428571;157.9891497;5792;0;1656.428571;1947.638216;143.4653663;0.167195133;6441115;2.32E+07;8.36E+07;1;8.36E+07;1.39E+07;3.41E+07;8.36E+07;1;156804;26134;57198.65829;142337;14;0;0;0;0;232;232;0.083597566;0.083597566;0;5792;800.8666667;1524.091526;2322854.981;0;0;0;0;1;0;0;0;1;858.0714286;59.71428571;1656.428571;0;0;0;0;0;0;7;418;7;11595;251;235;1;32;1000;0;1000;1000;8.36E+07;0;8.36E+07;8.36E+07;DoS Hulk
172.16.0.1-192.168.10.50-54592-80-6;172.16.0.1;54592;192.168.10.50;80;6;05/07/2017 10:45;83941393;8;6;354;11595;348;0;44.25;122.7514911;5792;0;1932.5;2181.008184;142.3493175;0.166783032;6457030.231;2.32E+07;8.38E+07;1;8.38E+07;1.20E+07;3.17E+07;8.38E+07;1;156668;31333.6;62390.90678;142421;18;0;0;0;0;252;200;0.095304589;0.071478442;0;5792;796.6;1621.152315;2628134.829;0;0;0;0;1;0;0;0;0;853.5;44.25;1932.5;0;0;0;0;0;0;8;354;6;11595;251;235;2;20;995;0;995;995;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54596-80-6;172.16.0.1;54596;192.168.10.50;80;6;05/07/2017 10:45;83726201;6;5;354;11595;354;0;59;144.5198948;10136;0;2319;4414.366206;142.7151818;0.131380618;8372620.1;2.64E+07;8.36E+07;1;8.36E+07;1.67E+07;3.74E+07;8.36E+07;1;156456;39114;69069.79633;142257;62;0;0;0;0;200;168;0.071662155;0.059718463;0;10136;995.75;2908.645737;8460220.023;0;0;0;0;1;0;0;0;0;1086.272727;59;2319;0;0;0;0;0;0;6;354;5;11595;251;235;1;32;4;0;4;4;8.36E+07;0;8.36E+07;8.36E+07;DoS Hulk
172.16.0.1-192.168.10.50-54598-80-6;172.16.0.1;54598;192.168.10.50;80;6;05/07/2017 10:45;83726287;7;6;350;11595;344;0;50;129.6610967;7240;0;1932.5;2695.639126;142.6672605;0.155267843;6977190.583;2.41E+07;8.36E+07;1;8.36E+07;1.39E+07;3.41E+07;8.36E+07;1;156545;31309;61815.64882;141288;35;0;0;0;0;220;200;0.083605762;0.071662081;0;7240;853.2142857;1934.830868;3743570.489;0;0;0;0;1;0;0;0;0;918.8461538;50;1932.5;0;0;0;0;0;0;7;350;6;11595;251;235;2;20;1000;0;1000;1000;8.36E+07;0;8.36E+07;8.36E+07;DoS Hulk
172.16.0.1-192.168.10.50-54606-80-6;172.16.0.1;54606;192.168.10.50;80;6;05/07/2017 10:45;83940347;5;8;342;11595;330;0;68.4;146.2696141;5792;0;1449.375;2046.673464;142.2081326;0.154871888;6995028.917;2.42E+07;8.38E+07;15;8.38E+07;2.09E+07;4.19E+07;8.38E+07;15;8.39E+07;1.20E+07;3.17E+07;8.38E+07;46;0;0;0;0;144;264;0.059566111;0.095305777;0;5792;853.0714286;1665.21851;2772952.687;1;0;0;0;0;0;0;0;1;918.6923077;68.4;1449.375;0;0;0;0;0;0;5;342;8;11595;0;235;2;20;9997;0;9997;9997;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54630-80-6;172.16.0.1;54630;192.168.10.50;80;6;05/07/2017 10:45;84095216;6;6;342;11595;324;0;57;130.8357749;7240;0;1932.5;2848.073577;141.9462434;0.142695394;7645019.636;2.53E+07;8.39E+07;1;8.40E+07;1.68E+07;3.75E+07;8.39E+07;1;8.41E+07;1.68E+07;3.75E+07;8.39E+07;165;0;0;0;0;164;200;0.071347697;0.071347697;0;7240;918.6923077;2083.629261;4341510.897;1;0;0;0;0;0;0;0;1;995.25;57;1932.5;0;0;0;0;0;0;6;342;6;11595;0;235;3;20;11007;0;11007;11007;8.39E+07;0;8.39E+07;8.39E+07;DoS Hulk
172.16.0.1-192.168.10.50-54656-80-6;172.16.0.1;54656;192.168.10.50;80;6;05/07/2017 10:45;83948247;8;7;310;11595;304;0;38.75;107.1977478;5792;0;1656.428571;1947.638216;141.8135628;0.178681516;5996303.357;2.24E+07;8.38E+07;1;8.38E+07;1.20E+07;3.17E+07;8.38E+07;1;163480;27246.66667;59515.39914;148134;48;0;0;0;0;252;232;0.095296808;0.083384707;0;5792;744.0625;1487.737543;2213362.996;0;0;0;0;1;0;0;0;0;793.6666667;38.75;1656.428571;0;0;0;0;0;0;8;310;7;11595;251;235;2;20;1983;0;1983;1983;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54676-80-6;172.16.0.1;54676;192.168.10.50;80;6;05/07/2017 10:45;83732210;5;7;380;11595;368;0;76;163.260528;5792;0;1656.428571;2120.732252;143.0154537;0.143314025;7612019.091;2.52E+07;8.36E+07;4;8.36E+07;2.09E+07;4.18E+07;8.36E+07;4;8.37E+07;1.40E+07;3.41E+07;8.36E+07;8;0;0;0;0;144;232;0.059714177;0.083599848;0;5792;921.6153846;1714.76381;2940414.923;1;0;0;0;0;0;0;0;1;998.4166667;76;1656.428571;0;0;0;0;0;0;5;380;7;11595;0;235;2;20;14006;0;14006;14006;8.36E+07;0;8.36E+07;8.36E+07;DoS Hulk
172.16.0.1-192.168.10.50-54680-80-6;172.16.0.1;54680;192.168.10.50;80;6;05/07/2017 10:45;83741339;6;5;400;11595;400;0;66.66666667;163.2993162;8688;0;2319;3774.237539;143.2386936;0.131356868;8374133.9;2.64E+07;8.36E+07;1;8.36E+07;1.67E+07;3.74E+07;8.36E+07;1;160670;40167.5;69739.69993;144178;178;0;0;0;0;200;168;0.071649201;0.059707667;0;8688;999.5833333;2559.088597;6548934.447;0;0;0;0;1;0;0;0;0;1090.454545;66.66666667;2319;0;0;0;0;0;0;6;400;5;11595;274;235;1;32;5;0;5;5;8.36E+07;0;8.36E+07;8.36E+07;DoS Hulk
172.16.0.1-192.168.10.50-54682-80-6;172.16.0.1;54682;192.168.10.50;80;6;05/07/2017 10:45;83742281;6;6;384;11595;366;0;64;147.9783768;5792;0;1932.5;2365.476337;143.04602;0.143296789;7612934.636;2.52E+07;8.36E+07;1;8.36E+07;1.67E+07;3.74E+07;8.36E+07;1;8.37E+07;1.67E+07;3.74E+07;8.36E+07;161;0;0;0;0;164;200;0.071648395;0.071648395;0;5792;921.9230769;1813.596356;3289131.744;1;0;0;0;0;0;0;0;1;998.75;64;1932.5;0;0;0;0;0;0;6;384;6;11595;0;235;3;20;13029;0;13029;13029;8.36E+07;0;8.36E+07;8.36E+07;DoS Hulk
172.16.0.1-192.168.10.50-54692-80-6;172.16.0.1;54692;192.168.10.50;80;6;05/07/2017 10:45;84100264;7;7;307;11595;307;0;43.85714286;116.0350932;5792;0;1656.428571;1947.638216;141.5215534;0.166467967;6469251.077;2.33E+07;8.39E+07;1;8.40E+07;1.40E+07;3.43E+07;8.39E+07;1;159529;26588.16667;57419.69031;143079;39;0;0;0;0;232;232;0.083233984;0.083233984;0;5792;793.4666667;1526.351058;2329747.552;0;0;0;0;1;0;0;0;1;850.1428571;43.85714286;1656.428571;0;0;0;0;0;0;7;307;7;11595;251;235;1;32;973;0;973;973;8.39E+07;0;8.39E+07;8.39E+07;DoS Hulk
172.16.0.1-192.168.10.50-54714-80-6;172.16.0.1;54714;192.168.10.50;80;6;05/07/2017 10:45;83944091;9;6;353;11595;353;0;39.22222222;117.6666667;4344;0;1932.5;1754.831473;142.3328296;0.178690362;5996006.5;2.24E+07;8.38E+07;1;8.38E+07;1.05E+07;2.96E+07;8.38E+07;1;156342;31268.4;62260.77507;142124;17;0;0;0;0;296;200;0.107214217;0.071476145;0;4344;746.75;1390.610058;1933796.333;0;0;0;0;1;0;0;0;0;796.5333333;39.22222222;1932.5;0;0;0;0;0;0;9;353;6;11595;251;235;1;32;994;0;994;994;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54338-80-6;172.16.0.1;54338;192.168.10.50;80;6;05/07/2017 10:45;84157231;7;7;772;11595;377;0;110.2857143;182.220301;5792;0;1656.428571;2119.480114;146.9511277;0.166355283;6473633.154;2.32E+07;8.38E+07;25;8.40E+07;1.40E+07;3.42E+07;8.38E+07;989;8.42E+07;1.40E+07;3.42E+07;8.38E+07;25;0;0;0;0;196;232;0.083177642;0.083177642;0;5792;824.8666667;1608.854778;2588413.695;1;0;0;0;0;0;0;0;1;883.7857143;110.2857143;1656.428571;0;0;0;0;0;0;7;772;7;11595;0;235;4;20;11012;0;11012;11012;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-53282-80-6;172.16.0.1;53282;192.168.10.50;80;6;05/07/2017 10:45;84455333;13;4;1352;11595;338;0;104;162.369948;8688;0;2898.75;4095.56617;153.2999698;0.201289834;5278458.313;2.09E+07;8.35E+07;1;8.43E+07;7027469.167;2.41E+07;8.35E+07;1;982611;327537;462730.4939;856932;188;0;0;0;0;424;136;0.15392752;0.047362314;0;8688;719.2777778;2101.490782;4416263.507;0;0;0;0;1;0;0;0;0;761.5882353;104;2898.75;0;0;0;0;0;0;13;1352;4;11595;251;235;4;32;999;0;999;999;8.35E+07;0;8.35E+07;8.35E+07;DoS Hulk
172.16.0.1-192.168.10.50-54836-80-6;172.16.0.1;54836;192.168.10.50;80;6;05/07/2017 10:45;83932081;6;5;358;11595;358;0;59.66666667;146.152888;7240;0;2319;3331.638186;142.4127682;0.131058349;8393208.1;2.65E+07;8.38E+07;1;8.38E+07;1.68E+07;3.75E+07;8.38E+07;1;142357;35589.25;63298.80627;130165;46;0;0;0;0;200;168;0.071486372;0.059571977;0;7240;996.0833333;2325.941391;5410003.356;0;0;0;0;1;0;0;0;0;1086.636364;59.66666667;2319;0;0;0;0;0;0;6;358;5;11595;274;235;1;32;4;0;4;4;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54466-80-6;172.16.0.1;54466;192.168.10.50;80;6;05/07/2017 10:45;83937111;7;6;666;11595;333;0;95.14285714;162.4873621;4344;0;1932.5;1754.831473;146.0736479;0.154877858;6994759.25;2.41E+07;8.36E+07;1;8.38E+07;1.40E+07;3.41E+07;8.36E+07;1;354366;70873.2;102707.9539;225085;16;0;0;0;0;232;200;0.08339577;0.071482089;0;4344;875.7857143;1448.826431;2099098.027;0;0;0;0;1;0;0;0;0;943.1538462;95.14285714;1932.5;0;0;0;0;0;0;7;666;6;11595;274;235;2;32;4;0;4;4;8.36E+07;0;8.36E+07;8.36E+07;DoS Hulk
172.16.0.1-192.168.10.50-54838-80-6;172.16.0.1;54838;192.168.10.50;80;6;05/07/2017 10:45;83723118;9;6;399;11595;399;0;44.33333333;133;4344;0;1932.5;1754.831473;143.2579231;0.179161985;5980222.714;2.23E+07;8.36E+07;1;8.36E+07;1.04E+07;2.95E+07;8.36E+07;1;144481;28896.2;57427.44067;131130;16;0;0;0;0;296;200;0.107497191;0.071664794;0;4344;749.625;1389.789043;1931513.583;0;0;0;0;1;0;0;0;0;799.6;44.33333333;1932.5;0;0;0;0;0;0;9;399;6;11595;274;235;1;32;978;0;978;978;8.36E+07;0;8.36E+07;8.36E+07;DoS Hulk
172.16.0.1-192.168.10.50-54840-80-6;172.16.0.1;54840;192.168.10.50;80;6;05/07/2017 10:45;83935126;6;6;338;11595;320;0;56.33333333;129.2031991;7240;0;1932.5;2848.073577;142.1693225;0.142967558;7630466;2.53E+07;8.38E+07;4;8.38E+07;1.68E+07;3.75E+07;8.38E+07;4;8.39E+07;1.68E+07;3.75E+07;8.38E+07;51;0;0;0;0;164;200;0.071483779;0.071483779;0;7240;918.3846154;2083.724691;4341908.59;1;0;0;0;0;0;0;0;1;994.9166667;56.33333333;1932.5;0;0;0;0;0;0;6;338;6;11595;0;235;3;20;14002;0;14002;14002;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-48128-80-6;192.168.10.50;80;172.16.0.1;48128;6;05/07/2017 10:44;83508032;6;6;11595;401;10136;0;1932.5;4060.245892;383;0;66.83333333;154.9172898;143.6508527;0.143698752;7591639.273;2.51E+07;8.33E+07;3;8.35E+07;1.67E+07;3.73E+07;8.34E+07;81;8.34E+07;1.67E+07;3.73E+07;8.33E+07;3;0;0;0;0;200;164;0.071849376;0.071849376;0;10136;922.7692308;2797.507496;7826048.192;0;0;0;0;1;0;0;0;1;999.6666667;1932.5;66.83333333;0;0;0;0;0;0;6;11595;6;401;235;229;3;32;9903;0;9903;9903;8.33E+07;0;8.33E+07;8.33E+07;BENIGN
172.16.0.1-192.168.10.50-54866-80-6;172.16.0.1;54866;192.168.10.50;80;6;05/07/2017 10:45;84093378;7;6;356;11595;356;0;50.85714286;134.5553524;7240;0;1932.5;2845.835677;142.1158275;0.154590056;7007781.5;2.42E+07;8.39E+07;1;8.40E+07;1.40E+07;3.43E+07;8.39E+07;1;150717;30143.4;59110.08856;135252;84;0;0;0;0;232;200;0.083240799;0.071349257;0;7240;853.6428571;2015.823772;4063545.478;0;0;0;0;1;0;0;0;0;919.3076923;50.85714286;1932.5;0;0;0;0;0;0;7;356;6;11595;274;235;1;32;1028;0;1028;1028;8.39E+07;0;8.39E+07;8.39E+07;DoS Hulk
172.16.0.1-192.168.10.50-54870-80-6;172.16.0.1;54870;192.168.10.50;80;6;05/07/2017 10:45;84097190;6;7;430;11595;412;0;71.66666667;166.7545102;7240;0;1656.428571;2566.885263;142.9893199;0.154583048;7008099.167;2.42E+07;8.39E+07;1;8.40E+07;1.68E+07;3.75E+07;8.39E+07;1;8.41E+07;1.40E+07;3.43E+07;8.39E+07;71;0;0;0;0;164;232;0.071346022;0.083237026;0;7240;859.3571429;1932.926263;3736203.94;1;0;0;0;0;0;0;0;1;925.4615385;71.66666667;1656.428571;0;0;0;0;0;0;6;430;7;11595;0;235;3;20;11998;0;11998;11998;8.39E+07;0;8.39E+07;8.39E+07;DoS Hulk
172.16.0.1-192.168.10.50-54888-80-6;172.16.0.1;54888;192.168.10.50;80;6;05/07/2017 10:45;83944183;5;7;360;11595;348;0;72;154.3178538;5792;0;1656.428571;2119.480114;142.4160623;0.142952133;7631289.364;2.53E+07;8.38E+07;5;8.38E+07;2.10E+07;4.19E+07;8.38E+07;5;8.39E+07;1.40E+07;3.42E+07;8.38E+07;50;0;0;0;0;144;232;0.059563389;0.083388744;0;5792;920.0769231;1714.536792;2939636.41;1;0;0;0;0;0;0;0;1;996.75;72;1656.428571;0;0;0;0;0;0;5;360;7;11595;0;235;2;20;13996;0;13996;13996;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54890-80-6;172.16.0.1;54890;192.168.10.50;80;6;05/07/2017 10:45;83943198;5;7;430;11595;418;0;86;185.6178871;5792;0;1656.428571;2119.480114;143.2516307;0.14295381;7631199.818;2.53E+07;8.38E+07;5;8.38E+07;2.10E+07;4.19E+07;8.38E+07;5;8.39E+07;1.40E+07;3.42E+07;8.38E+07;46;0;0;0;0;144;232;0.059564088;0.083389723;0;5792;925.4615385;1712.699361;2933339.103;1;0;0;0;0;0;0;0;1;1002.583333;86;1656.428571;0;0;0;0;0;0;5;430;7;11595;0;235;2;20;12017;0;12017;12017;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54898-80-6;172.16.0.1;54898;192.168.10.50;80;6;05/07/2017 10:45;83940163;6;6;349;11595;349;0;58.16666667;142.4786534;5792;0;1932.5;2179.547086;142.2918371;0.142958979;7630923.909;2.53E+07;8.38E+07;12;8.38E+07;1.68E+07;3.75E+07;8.38E+07;12;147427;29485.4;58221.25389;133076;49;0;0;0;0;200;200;0.07147949;0.07147949;0;5792;918.7692308;1715.310621;2942290.526;0;0;0;0;1;0;0;0;1;995.3333333;58.16666667;1932.5;0;0;0;0;0;0;6;349;6;11595;274;235;1;32;1002;0;1002;1002;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54900-80-6;172.16.0.1;54900;192.168.10.50;80;6;05/07/2017 10:45;83942153;7;6;380;11595;374;0;54.28571429;140.9984802;4344;0;1932.5;1754.831473;142.6577658;0.154868556;6995179.417;2.42E+07;8.38E+07;2;8.38E+07;1.40E+07;3.42E+07;8.38E+07;2;148495;29699;58206.69866;133178;49;0;0;0;0;220;200;0.083390761;0.071477795;0;4344;855.3571429;1459.755386;2130885.786;0;0;0;0;1;0;0;0;0;921.1538462;54.28571429;1932.5;0;0;0;0;0;0;7;380;6;11595;274;235;2;20;1022;0;1022;1022;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54914-80-6;172.16.0.1;54914;192.168.10.50;80;6;05/07/2017 10:45;83948412;6;8;369;11595;351;0;61.5;141.8559128;4344;0;1449.375;1894.680443;142.5160967;0.166769087;6457570.154;2.32E+07;8.38E+07;1;8.38E+07;1.68E+07;3.75E+07;8.38E+07;1;8.39E+07;1.20E+07;3.17E+07;8.38E+07;50;0;0;0;0;164;264;0.071472466;0.095296621;0;4344;798;1523.752089;2321820.429;1;0;0;0;0;0;0;0;1;855;61.5;1449.375;0;0;0;0;0;0;6;369;8;11595;0;235;3;20;12002;0;12002;12002;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
172.16.0.1-192.168.10.50-54930-80-6;172.16.0.1;54930;192.168.10.50;80;6;05/07/2017 10:45;83947208;6;6;324;11595;324;0;54;132.2724461;5792;0;1932.5;2181.008184;141.9820895;0.142946982;7631564.364;2.53E+07;8.38E+07;3;8.38E+07;1.68E+07;3.75E+07;8.38E+07;3;151496;30299.2;59580.35961;136257;47;0;0;0;0;200;200;0.071473491;0.071473491;0;5792;916.8461538;1716.789826;2947367.308;0;0;0;0;1;0;0;0;1;993.25;54;1932.5;0;0;0;0;0;0;6;324;6;11595;251;235;1;32;981;0;981;981;8.38E+07;0;8.38E+07;8.38E+07;DoS Hulk
